"","LanguageName","LanguageCode","Source","InventoryID","Trump","Tones","Vowels","inventorySize","Sonorants","Consonants","Glottocode","LanguageFamilyRoot","Latitude","Longitude","Latitude.grid","Longitude.grid","specH.mean","Family","gFam","autotyp.area","TrumpScore"
"142","Babanki","bbk","ph","1179",TRUE,0,7,33,14,26,"baba1266","Atlantic-Congo",5.97863,10.2869,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"143","babole","bvx","gm","1247",TRUE,4,6,31,11,25,"dibo1245","Atlantic-Congo",1.07773,17.2305,48,104,0.0174543833411033,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"144","babungo","bav","aa","661",TRUE,9,17,82,30,65,"veng1238","Atlantic-Congo",6.11403,10.4137,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"145","Badaga","bfq","ra","1708",TRUE,0,13,38,23,25,"bada1257","Dravidian",11.3094,76.5974,53,135,0.0180547997804973,"Dravidian","Dravidian","Indic",29
"146","Bade","bde","gm","1437",TRUE,4,9,46,17,37,"bade1248","Afro-Asiatic",12.789,10.6557,54,101,0.0103952100569153,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"147","Bafo","bwt","ph","926",TRUE,4,16,47,23,31,"bafa1247","Atlantic-Congo",4.53307,9.522,49,100,0.0180563223115773,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"148","bafut","bfd","aa","662",TRUE,10,18,49,25,31,"bafu1246","Atlantic-Congo",6.14153,10.1194,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"149","Baga Koga; Koba; Barka","bgo","ph","1060",TRUE,0,8,25,16,17,"baga1273","Atlantic-Congo",10.1286,-13.947,52,88,0.0174960431662782,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"150","Baga Sitem","bsp","ph","1199",TRUE,0,8,26,15,18,"baga1272","Atlantic-Congo",10.4793,-14.4756,52,87,0.0179162490947941,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"151","Bagirmi","bmi","gm","1469",TRUE,3,16,48,24,32,"bagi1246","Central Sudanic",11.52392,14.769495,53,103,0.0118932219469697,"Central Sudanic","Central Sudanic","African Savannah",23
"152","BAI","bca","upsid","244",TRUE,0,10,29,15,19,"cent2004","Sino-Tibetan",26.1666,99.7052,61,147,0.0115538669343434,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",28
"153","Baima","bqh","ea","2346",TRUE,0,21,66,27,45,"baim1244","Sino-Tibetan",33.1001,103.952,64,150,0.00921429079351204,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",26
"154","BAINING","byx","upsid","267",TRUE,0,8,22,14,14,"qaqe1238","Baining",-4.45258,151.702,45,175,0.0189455591181041,"Baining","Baining","N Coast New Guinea",28
"155","Bajau, West Coast; Land Bajaw; West Coast Bajao","bdr","ph","1081",TRUE,0,6,23,14,17,"west2560","Austronesian",6.00631,116.124,50,156,0.018413293978244,"Austronesian","Austronesian","Southeast Asia",21
"156","baka","bdh","gm","1249",TRUE,0,10,46,20,36,"baka1274","Central Sudanic",4.65943,29.59,49,111,0.0157265476068376,"Central Sudanic","Central Sudanic","African Savannah",23
"157","Baka","bkc","gm","1574",TRUE,3,7,35,13,28,"baka1272","Atlantic-Congo",2.16013,13.7804,48,102,0.0168505062529138,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"158","Bakairí","bkq","saphon","1865",TRUE,0,14,30,20,16,"baka1277","Cariban",-14.2628,-54.7034,40,66,0.0149255073795649,"Cariban","Cariban","NE South America",27
"159","Bakaka (Mwaneka)","bqz","gm","1555",TRUE,2,13,34,20,21,"baka1273","Atlantic-Congo",4.79991,9.80402,49,100,0.0180563223115773,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"160","Bakhtiari","bqi","ea","2249",TRUE,0,7,36,12,29,"bakh1245","Indo-European",32.0163,49.7713,64,121,0.00697510603710179,"Indo-European","Indo-European","Greater Mesopotamia",26
"161","Bakoko","bkh","ph","1180",TRUE,0,7,33,15,26,"bako1249","Atlantic-Congo",3.56518,9.99905,49,100,0.0180563223115773,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"162","Balante","bjt","gm","1391",TRUE,3,14,50,24,36,"bala1302","Atlantic-Congo",12.5382,-15.6658,53,87,0.017080014040404,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"163","Balese","les","gm","1636",TRUE,3,10,42,19,32,"lese1243","Central Sudanic",1.3,29.3,48,110,0.0167664198659674,"Central Sudanic","Central Sudanic","S Africa",23
"164","Bali-Kumbat","muo","ph","1181",TRUE,5,14,42,22,28,"nyon1241","Atlantic-Congo",7.274185,11.061485,51,101,0.0153914506886169,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"165","Balinese","ban","gm","1693",TRUE,0,6,24,14,18,"bali1278","Austronesian",-8.35714,115.075,43,155,0.0181924475058275,"Austronesian","Austronesian","Southeast Asia",23
"166","Balti","bft","ea","2306",TRUE,0,5,40,12,35,"balt1258","Sino-Tibetan",34.4491,77.2859,65,136,0.00476249239529915,"Sino-Tibetan","Sino-Tibetan","Indic",26
"167","Bamana","bam","gm","1496",TRUE,2,24,58,34,34,"bamb1269","Mande",12.0401,-9.98949,53,90,0.0131445618109946,"Mande","Mande","African Savannah",23
"168","Bambalang; Círàmbɔ́","bmo","ph","1204",TRUE,5,18,57,27,39,"bamb1265","Atlantic-Congo",5.861,10.544,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"169","Bamunka","bvm","ph","1182",TRUE,0,9,32,16,23,"bamu1256","Atlantic-Congo",6.00203,10.5127,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"170","bana","bcw","gm","1248",TRUE,4,3,44,11,41,"bana1305","Afro-Asiatic",10.3535,13.6131,52,102,0.0133330583438228,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"171","banda","bfl","aa","665",TRUE,5,8,45,16,37,"band1345","Atlantic-Congo",8.03339,23.9021,51,108,0.0156927114322067,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"172","Banda Malay","bpq","gm","1685",TRUE,0,5,23,13,18,"band1353","Austronesian",-4.55565,129.905,45,163,0.0188360046717172,"Austronesian","Austronesian","Oceania",23
"173","Banda, West Central","bbp","gm","1308",TRUE,5,10,46,18,36,"west2458","Atlantic-Congo",6.81435,24.1012,51,108,0.0156927114322067,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"174","bandi","bza","aa","667",TRUE,4,21,48,27,27,"band1352","Mande",7.73729,-10.1684,51,90,0.0180207553030303,"Mande","Mande","African Savannah",25
"175","BANDJALANG","bdy","upsid","248",TRUE,0,4,16,12,12,"band1339","Pama-Nyungan",-28.3458,152.859,32,175,0.00939859717735043,"Pama-Nyungan","Pama-Nyungan","S Australia",28
"176","Bangolan","bgj","ph","1183",TRUE,4,9,40,16,31,"bang1356","Atlantic-Congo",6.0125,10.667,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"177","Banjara","lmn","ra","1710",TRUE,0,10,34,19,24,"lamb1269","Indo-European",16.5734,76.9717,56,135,0.0134552570227273,"Indo-European","Indo-European","Indic",29
"178","Banjun","bbj","gm","1384",TRUE,5,19,59,26,40,"ghom1247","Atlantic-Congo",5.39619,10.352,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"179","Bankon","abb","gm","1522",TRUE,4,7,37,16,30,"bank1256","Atlantic-Congo",4.3702,9.6403,49,100,0.0180563223115773,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"180","Banoo","bnm","ph","1184",TRUE,3,8,31,14,23,"bata1285","Atlantic-Congo",1.397041,9.51011,48,100,0.0179670427933178,"Atlantic-Congo","Atlantic-Congo","S Africa",21
"181","Baoan","peh","ea","2588",TRUE,0,11,36,18,25,"bona1250","Mongolic",35.6972,102.995,65,149,0.00590224528399378,"Mongolic","Mongolic","Inner Asia",26
"182","Barasana-Eduria","bsn","saphon","2050",TRUE,0,6,17,8,11,"bara1380","Tucanoan",0.02193,-70.808,47,58,0.0180299208216783,"Tucanoan","Tucanoan","NE South America",27
"183","Barasano","bao","spa","114",TRUE,2,12,25,15,13,"waim1255","Tucanoan",0.30416,-70.1644,47,58,0.0180299208216783,"Tucanoan","Tucanoan","NE South America",24
"184","Barbareño","boi","ph","1239",TRUE,0,6,44,16,38,"barb1263","Chumashan",34.462,-119.699,65,32,0.00920463888694639,"Chumashan","Chumashan","California",21
"185","Bardi","bcj","uz","2160",TRUE,0,7,25,14,18,"bard1255","Nyulnyulan",-16.6274,122.906,38,160,0.0139879753331391,"Nyulnyulan","Nyulnyulan","N Australia",22
"186","Baré","bae","saphon","1813",TRUE,0,4,23,10,19,"bare1276","Arawakan",1.91649,-66.828,48,60,0.0183927678865579,"Arawakan","Arawakan","NE South America",27
"187","Barein (Jalkiya)","bva","gm","1612",TRUE,3,10,41,22,31,"bare1279","Afro-Asiatic",11.1168,18.0764,53,104,0.0123284666938617,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"188","Barí","mot","saphon","1892",TRUE,0,12,22,16,10,"bari1297","Chibchan",9.08497,-72.9353,52,57,0.0161849298717949,"Chibchan","Chibchan","NE South America",27
"189","Bariai","bch","ph","1185",TRUE,0,5,17,10,12,"bari1286","Austronesian",-5.5087,148.666,44,173,0.0175095402136752,"Austronesian","Austronesian","N Coast New Guinea",21
"190","bariba","bba","aa","669",TRUE,2,12,31,18,19,"baat1238","Atlantic-Congo",9.63186,2.99607,52,97,0.0159099737643745,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"191","Baruga","bjz","ph","1039",TRUE,0,10,24,14,14,"baru1269","Nuclear Trans New Guinea",-9.40132,148.761,42,173,0.0182786253146853,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","S New Guinea",21
"192","basaa","bas","aa","670",TRUE,5,8,41,17,33,"basa1284","Atlantic-Congo",3.80765,10.4213,49,100,0.0180563223115773,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"193","Bashkir","bak","ea","2500",TRUE,0,8,39,15,31,"bash1264","Turkic",53.5967,56.5594,75,125,0.00515679601177156,"Turkic","Turkic","Inner Asia",26
"194","bassa","bsq","aa","671",TRUE,7,7,36,12,29,"nucl1418","Atlantic-Congo",7.27501,-11.543,51,89,0.0183165141802642,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"195","Bassossi","bsi","gm","1559",TRUE,2,12,34,19,22,"bass1260","Atlantic-Congo",5.23655,9.52275,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"196","Bats","bbl","ea","2390",TRUE,0,15,51,19,36,"bats1242","Nakh-Daghestanian",42.1806,45.344,69,119,0.00654397926787102,"Nakh-Daghestanian","Nakh-Daghestanian","Greater Mesopotamia",26
"197","Baule","bci","ph","1100",TRUE,0,7,23,11,16,"baou1238","Atlantic-Congo",5.42509,-4.76565,50,92,0.0181313548445998,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"198","Baure","brg","saphon","1843",TRUE,0,4,18,9,14,"baur1253","Arawakan",-13.1278,-64.1838,40,61,0.0164177390423465,"Arawakan","Arawakan","NE South America",27
"199","Beembe","beq","spa","144",TRUE,2,20,41,26,21,"beem1239","Atlantic-Congo",-3.95895,14.1,45,102,0.0165080888383838,"Atlantic-Congo","Atlantic-Congo","S Africa",24
"200","Befang","bby","ph","1186",TRUE,2,14,59,24,45,"befa1241","Atlantic-Congo",6.27562,10.0342,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"201","BEJA","bej","upsid","249",TRUE,0,5,26,11,21,"beja1238","Afro-Asiatic",17.2436,36.6666,56,114,0.0108584236969697,"Afro-Asiatic","Afro-Asiatic","N Africa",28
"202","bekwarra","bkv","aa","674",TRUE,3,10,36,19,26,"bekw1241","Atlantic-Congo",6.73737,8.86489,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"203","Belait","beg","gm","1669",TRUE,0,6,25,13,19,"bela1260","Austronesian",4.96207,114.933,50,155,0.0191029030011655,"Austronesian","Austronesian","Southeast Asia",23
"204","Belanda Boor","bxb","gm","1434",TRUE,3,10,38,19,28,"bela1256","Nilotic",6.6503,27.8232,50,110,0.0161151210625486,"Nilotic","Nilotic","African Savannah",23
"205","Belanda Viri","bvi","gm","1435",TRUE,5,10,43,17,33,"bela1255","Atlantic-Congo",7.41311,27.6956,51,110,0.0156155664749417,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"206","Belhare","byw","uz","2236",TRUE,0,8,36,17,28,"belh1239","Sino-Tibetan",26.9972,87.2783,61,141,0.0136147084446387,"Sino-Tibetan","Sino-Tibetan","Indic",22
"207","Belizean Creole","bzj","ph","1105",TRUE,0,13,35,20,22,"beli1260","Indo-European",17.3941,-88.6281,56,48,0.0152156103302253,"Indo-European","Indo-European","Mesoamerica",21
"208","BELLA COOLA","blc","upsid","255",TRUE,0,3,31,8,28,"bell1243","Salishan",52.3448,-126.689,74,28,0.00657977012140637,"Salishan","Salishan","Alaska-Oregon",28
"209","Bemba","bem","ph","1188",TRUE,0,10,25,17,15,"bemb1257","Atlantic-Congo",-10.6122,29.2993,42,110,0.0116472053527584,"Atlantic-Congo","Atlantic-Congo","S Africa",21
"210","Bena","bez","gm","1513",TRUE,2,10,34,17,24,"bena1262","Atlantic-Congo",-9.26671,35.0364,42,113,0.0112583989599845,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"211","Bengali","ben","uz","2162",TRUE,0,19,72,27,53,"beng1280","Indo-European",24,90,59,142,0.015961299199495,"Indo-European","Indo-European","Indic",22
"212","Berbice Dutch","brc","ph","1189",TRUE,0,6,26,12,20,"berb1259","Indo-European",5.3829,-58.0002,50,65,0.0170554829817405,"Indo-European","Indo-European","NE South America",21
"213","Beria","zag","gm","1509",TRUE,3,9,33,17,24,"zagh1240","Saharan",17.4842,23.4626,56,107,0.00569122117657343,"Saharan","Saharan","African Savannah",23
"214","berom","bom","aa","675",TRUE,0,7,31,14,24,"bero1242","Atlantic-Congo",9.67037,8.81221,52,100,0.0149418736264569,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"215","BETE","bev","upsid","252",TRUE,0,14,37,22,23,"dalo1238","Atlantic-Congo",6.69281,-6.63944,50,92,0.0181313548445998,"Atlantic-Congo","Atlantic-Congo","African Savannah",28
"216","bété","btg","aa","673",TRUE,2,26,51,33,25,"gagn1235","Atlantic-Congo",6.10051,-5.9701,50,92,0.0181313548445998,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"217","Betta Kurumba","xub","ph","1190",TRUE,0,15,37,24,22,"bett1235","Dravidian",11.6385,76.6064,53,135,0.0180547997804973,"Dravidian","Dravidian","Indic",21
"218","bɛ̀ŋ","nhb","aa","676",TRUE,6,19,49,28,30,"beng1286","Mande",7.78122,-4.23539,51,93,0.0173285097494172,"Mande","Mande","African Savannah",25
"219","bhele","bhy","aa","677",TRUE,2,7,28,13,21,"bhel1238","Atlantic-Congo",0.24553,28.6681,47,110,0.0159441389471639,"Atlantic-Congo","Atlantic-Congo","S Africa",25
"220","Bhili","bhb","ra","1712",TRUE,0,27,62,37,35,"bhil1251","Indo-European",20.85,73.9592,58,134,0.0123080471565657,"Indo-European","Indo-European","Indic",29
"221","Bhojpuri","bho","ea","2357",TRUE,0,15,51,23,36,"bhoj1244","Indo-European",26.458455,84.817115,61,140,0.0132493651773504,"Indo-European","Indo-European","Indic",26
"222","Bhujel","byh","ea","2299",TRUE,0,16,47,27,31,"bujh1238","Sino-Tibetan",28.0084,84.5068,61,139,0.0126320440712898,"Sino-Tibetan","Sino-Tibetan","Indic",26
"223","Biak","bhw","ph","1191",TRUE,0,10,24,16,14,"biak1248","Austronesian",-0.9523,135.879,47,166,0.0189714691161616,"Austronesian","Austronesian","N Coast New Guinea",21
"224","biali","beh","aa","678",TRUE,3,10,27,16,17,"bial1238","Atlantic-Congo",11.0382,1.08259,53,96,0.0136886278916084,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"225","Bijogo","bjg","gm","1494",TRUE,0,7,25,14,18,"bidy1244","Atlantic-Congo",11.1097,-16.1497,53,87,0.017080014040404,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"226","Bikol (Bicolano)","bcl","gm","1695",TRUE,0,5,28,14,23,"cent2087","Austronesian",13.7574,123.403,54,160,0.0189896166647242,"Austronesian","Austronesian","Oceania",23
"227","bila","bip","gm","1251",TRUE,5,9,33,13,24,"bila1255","Atlantic-Congo",1.16839,28.7626,48,110,0.0167664198659674,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"228","Biloxi","bll","ph","1104",TRUE,0,8,20,12,12,"bilo1248","Siouan",31.32,-89.1951,63,48,0.0139160917060995,"Siouan","Siouan","E North America",21
"229","bimoba","bim","aa","679",TRUE,4,18,44,27,26,"bimo1239","Atlantic-Congo",10.4575,0.06121,52,95,0.0159259896855089,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"230","Binandere","bhg","ph","1193",TRUE,0,24,35,28,11,"bina1277","Nuclear Trans New Guinea",-8.37433,147.884,43,173,0.0175554056701632,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","S New Guinea",21
"231","Binumarien","bjr","ph","872",TRUE,0,5,16,10,11,"binu1245","Nuclear Trans New Guinea",-6.22068,146.102,44,172,0.016431737020202,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","Interior New Guinea",21
"232","Birifor","biv","gm","1548",TRUE,0,27,52,37,25,"sout2790","Atlantic-Congo",9.2873,-2.72672,52,94,0.0158166494858197,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"233","bisa","bib","aa","680",TRUE,3,15,41,23,26,"biss1248","Mande",10.4257,-1.67332,52,94,0.0158166494858197,"Mande","Mande","African Savannah",25
"234","Blackfoot","bla","ph","1103",TRUE,0,12,25,17,13,"siks1238","Algic",49.0669,-113.109,72,36,0.00471385063073038,"Algic","Algic","Basin and Plains",21
"235","Blang; Plang; Bulang; Pulang; Pula; Kawa; K''ala; Kontoi'","blr","ph","1065",TRUE,2,14,40,26,26,"blan1242","Austroasiatic",22.0092,99.7405,58,147,0.013646793977467,"Austroasiatic","Austroasiatic","Southeast Asia",21
"236","Blin","byn","gm","1332",TRUE,0,7,38,15,31,"bili1260","Afro-Asiatic",15.7833,38.3917,55,115,0.011394936216589,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",23
"237","Bobo","bwq","ph","1194",TRUE,0,19,38,25,19,"sout2840","Mande",11.5409,-4.26497,53,93,0.0137315616326729,"Mande","Mande","African Savannah",21
"238","Bobo, North","bbo","gm","1512",TRUE,3,13,37,22,24,"nort2819","Mande",12.4182,-4.47538,53,93,0.0137315616326729,"Mande","Mande","African Savannah",23
"239","BODO","brx","upsid","263",TRUE,0,6,21,12,15,"bodo1269","Sino-Tibetan",26.725455,89.333235,61,142,0.0137997874213287,"Sino-Tibetan","Sino-Tibetan","Indic",28
"240","Boiken","bzf","ph","984",TRUE,0,8,25,17,17,"boik1241","Ndu",-3.68297,143.474,45,170,0.0174953291414141,"Ndu","Ndu","N Coast New Guinea",21
"241","Bokala-Nkole","nto","gm","1662",TRUE,0,7,30,13,23,"ntom1248","Atlantic-Congo",-1.99062,18.265,46,105,0.0175380201767677,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"242","Bole","bol","ph","1195",TRUE,0,10,38,17,28,"nucl1695","Afro-Asiatic",11.4839,11.2322,53,101,0.0122868704384227,"Afro-Asiatic","Afro-Asiatic","African Savannah",21
"243","Bolivian Quechua","qul","saphon","2033",TRUE,0,3,28,11,25,"nort2976","Quechuan",-14.4014,-68.7894,40,59,0.011153885017094,"Quechuan","Quechuan","NE South America",27
"244","Bongo","bot","ph","1196",TRUE,0,11,29,17,18,"bong1285","Central Sudanic",7.4145,27.9918,51,110,0.0156155664749417,"Central Sudanic","Central Sudanic","African Savannah",21
"245","Bora","boa","saphon","1857",TRUE,0,12,41,18,29,"bora1263","Boran",-2.91467,-68.9093,45,59,0.0191075366142191,"Boran","Boran","NE South America",27
"246","Border Kuna","kvn","saphon","1897",TRUE,0,5,24,14,19,"bord1248","Chibchan",7.92993,-77.1664,51,54,0.0190656396250971,"Chibchan","Chibchan","Andean",27
"247","Boro","bwo","ph","1197",TRUE,3,6,25,13,19,"boro1277","Ta-Ne-Omotic",10.6596,35.345,53,114,0.0141717241503496,"Ta-Ne-Omotic","Ta-Ne-Omotic","Greater Abyssinia",21
"248","Borôro","bor","saphon","1955",TRUE,0,7,22,12,15,"boro1282","Bororoan",-16.6029,-55.2004,38,66,0.0150706102839938,"Bororoan","Bororoan","NE South America",27
"249","boussa","bqc","aa","682",TRUE,3,12,34,17,22,"boko1266","Mande",10.5189,3.71771,52,97,0.0159099737643745,"Mande","Mande","African Savannah",25
"250","bozo","bzx","aa","683",TRUE,0,14,34,22,20,"hain1253","Mande",13.8734,-5.65085,54,92,0.0117796040930458,"Mande","Mande","African Savannah",25
"251","Brag-g.yab Tibetan","khg","ea","2328",TRUE,0,19,61,28,42,"kham1282","Sino-Tibetan",31.9313,91.7062,63,143,0.00421702056948329,"Sino-Tibetan","Sino-Tibetan","Inner Asia",26
"252","Brahui","brh","ea","2290",TRUE,0,17,43,24,26,"brah1256","Dravidian",28.5347,64.2991,62,129,0.00422220947804973,"Dravidian","Dravidian","Indic",26
"253","BRAO","brb","upsid","259",TRUE,0,9,31,17,22,"lave1249","Austroasiatic",14.5994,107.008,55,151,0.0167422589724165,"Austroasiatic","Austroasiatic","Southeast Asia",28
"254","Breton","bre","spa","157",TRUE,0,18,42,27,24,"bret1244","Indo-European",48.2452,-3.78934,72,93,0.00872852062567988,"Indo-European","Indo-European","Europe",24
"255","BRIBRI","bzd","upsid","268",TRUE,0,9,27,15,18,"brib1243","Chibchan",9.39794,-83.0539,52,51,0.0186325900135975,"Chibchan","Chibchan","Mesoamerica",28
"256","Brokskat","bkk","ph","1198",TRUE,0,10,41,15,31,"brok1247","Indo-European",34.5308,76.6026,65,135,0.00807365300058275,"Indo-European","Indo-European","Indic",21
"257","BRUU","brv","upsid","262",TRUE,0,22,42,30,20,"west2397","Austroasiatic",16.4906,104.754,56,150,0.0168488287801088,"Austroasiatic","Austroasiatic","Southeast Asia",28
"258","Bubia","bbx","ph","1200",TRUE,0,14,39,22,25,"bubi1249","Bookkeeping",4.02178,9.22304,49,100,0.0180563223115773,"Bookkeeping","Bookkeeping","African Savannah",21
"259","Bugis","bug","gm","1694",TRUE,0,6,25,14,19,"bugi1244","Austronesian",-4.47,119.977,45,158,0.0185419442890443,"Austronesian","Austronesian","Oceania",23
"260","Bukharan Tajik","bhh","uz","2219",TRUE,0,6,29,11,23,"bukh1238","Indo-European",41,64,68,129,0.00438945190928516,"Indo-European","Indo-European","Inner Asia",22
"261","Bukusu","bxk","ph","1201",TRUE,0,10,30,18,20,"buku1249","Atlantic-Congo",0.68043,34.7719,47,113,0.0139981181993007,"Atlantic-Congo","Atlantic-Congo","S Africa",21
"262","Bulgarian","bul","uz","2163",TRUE,0,7,30,10,23,"bulg1262","Indo-European",43.3646,25.047,69,108,0.00697476707983683,"Indo-European","Indo-European","Europe",22
"263","Buli","bwu","gm","1390",TRUE,10,13,46,22,33,"buli1254","Atlantic-Congo",10.5763,-1.26748,52,94,0.0158166494858197,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
