"","X","LanguageName","LanguageCode","Source","InventoryID","Trump","Tones","Vowels","inventorySize","Sonorants","Consonants","Glottocode","LanguageFamilyRoot","Latitude","Longitude","Latitude.grid","Longitude.grid","specH.mean","Family","gFam","autotyp.area","TrumpScore","ANU.Tones","Tones.diff","specH.mean.center"
"827",827,"Petats","pex","ph",1171,TRUE,0,15,30,22,15,"peta1245","Austronesian",-5.34068,154.593,44,176,0.0190979505167055,"Austronesian","Austronesian","Oceania",21,0,0,1.20062971475076
"828",828,"Phan Rang Cham (Eastern Cham)","cjm","gm",1671,TRUE,0,9,30,17,21,"east2563","Austronesian",11.2853,108.49,53,152,0.018136469965035,"Austronesian","Austronesian","Southeast Asia",23,2,-2,0.988516544794112
"830",830,"Pilaga; Pilagá","plg","ph",1073,TRUE,0,4,22,11,18,"pila1245","Guaicuruan",-25.0058,-60.1537,34,63,0.0114692239963092,"Guaicuruan","Guaicuruan","SE South America",21,0,0,-0.482351144469077
"831",831,"Pima","ood","spa",96,TRUE,0,10,29,16,19,"toho1245","Uto-Aztecan",31.7973,-111.995,63,36,0.00650983634479409,"Uto-Aztecan","Uto-Aztecan","Basin and Plains",24,0,0,-1.5764465309842
"832",832,"Pinyin","pny","gm",1632,TRUE,5,20,66,31,46,"piny1238","Atlantic-Congo",5.7991,10.0682,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,5,0,0.843450909078256
"834",834,"Pitjantjatjara","pjt","uz",2226,TRUE,0,6,25,13,19,"pitj1243","Pama-Nyungan",-26.9704,131.357,33,164,0.00495514860664336,"Pama-Nyungan","Pama-Nyungan","S Australia",22,0,0,-1.91942772166863
"836",836,"Pokot","pko","gm",1394,TRUE,3,19,39,27,20,"poko1263","Nilotic",1.57023,35.2318,48,113,0.0140485622804973,"Nilotic","Nilotic","S Africa",23,5,-2,0.0866792107462246
"837",837,"Polish","pol","ph",1046,TRUE,0,6,37,14,31,"poli1260","Indo-European",51.8439,18.6255,74,105,0.00646963003535354,"Indo-European","Indo-European","Europe",21,0,0,-1.58531648444594
"838",838,"Pomo","pom","spa",89,TRUE,0,11,38,17,27,"sout2982","Pomoan",38.9354,-122.599,67,31,0.00812300170066045,"Pomoan","Pomoan","California",24,2,-2,-1.22056453555272
"839",839,"Popoluca de Sayula","pos","ph",999,TRUE,0,6,25,12,19,"sayu1241","Mixe-Zoque",17.8606,-94.9531,56,45,0.0160060400019425,"Mixe-Zoque","Mixe-Zoque","Mesoamerica",21,0,0,0.518520295720704
"840",840,"Portuguese (European)","por","uz",2206,TRUE,0,20,47,26,27,"port1283","Indo-European",39.91,-8.1,68,91,0.00918979493570319,"Indo-European","Indo-European","Europe",22,0,0,-0.985218230960215
"843",843,"pulaar ","fuc","aa",809,TRUE,0,10,38,18,28,"pula1263","Atlantic-Congo",13.8694,-13.4482,54,88,0.0123515508304196,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,2,-2,-0.287700153977587
"845",845,"Punjabi","pan","spa",175,TRUE,3,20,73,34,53,"panj1256","Indo-European",30.0368,75.6702,63,135,0.0100549214823232,"Indo-European","Indo-European","Indic",24,2,1,-0.794361812805538
"846",846,"Pwo Karen","pww","ph",1224,TRUE,5,25,52,32,27,"pwon1235","Sino-Tibetan",18.016,98.2709,56,147,0.015984959018648,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",21,6,-1,0.513869599266543
"849",849,"Rama","rma","ph",987,TRUE,0,9,28,17,19,"rama1270","Chibchan",11.5007,-83.8571,53,51,0.018008292964258,"Chibchan","Chibchan","Mesoamerica",21,0,0,0.960239290612416
"850",850,"Remo","bfw","ph",1101,TRUE,0,6,27,15,21,"bond1245","Austroasiatic",19.1512,83.8141,57,139,0.0150810996111111,"Austroasiatic","Austroasiatic","Indic",21,0,0,0.314468286577808
"851",851,"rendille","rel","aa",811,TRUE,2,10,33,18,23,"rend1243","Afro-Asiatic",2.27065,37.3608,48,115,0.0118025208269231,"Afro-Asiatic","Afro-Asiatic","S Africa",25,3,-1,-0.408822202926592
"854",854,"Ronga","rng","gm",1546,TRUE,0,5,69,20,64,"rong1268","Atlantic-Congo",-26.7329,32.6167,33,112,0.0116377731744367,"Atlantic-Congo","Atlantic-Congo","S Africa",23,0,0,-0.445167344542916
"855",855,"Rumanian","ron","spa",165,TRUE,0,9,31,15,22,"roma1327","Indo-European",46.3913,24.2256,71,108,0.00701373831332556,"Indo-European","Indo-European","Europe",24,0,0,-1.46528022220458
"856",856,"Rundi","run","ph",989,TRUE,2,5,29,11,24,"rund1242","Atlantic-Congo",-1.44174,31.3191,46,111,0.0134721467575758,"Atlantic-Congo","Atlantic-Congo","S Africa",21,4,-2,-0.0404843845721302
"857",857,"Runyankore","nyn","ph",990,TRUE,0,8,28,13,20,"nyan1307","Atlantic-Congo",-0.46364,30.548,47,111,0.0144951757867133,"Atlantic-Congo","Atlantic-Congo","S Africa",21,2,-2,0.185207055520969
"858",858,"Russian","rus","spa",166,TRUE,0,5,38,14,33,"russ1263","Indo-European",59,50,77,121,0.0053805347553613,"Indo-European","Indo-European","Inner Asia",24,0,0,-1.82558286510503
"859",859,"Sa'ban","snv","spa",34,TRUE,0,8,46,27,38,"saba1265","Austronesian",3.58723,115.664,49,156,0.0175545499164724,"Austronesian","Austronesian","Southeast Asia",24,0,0,0.86013859066131
"860",860,"Saanich","str","ph",996,TRUE,0,5,40,17,35,"stra1244","Salishan",48.51614,-123.757114,72,30,0.0071591282503885,"Salishan","Salishan","Alaska-Oregon",21,0,0,-1.43320560522284
"861",861,"Sabane","sae","ph",995,TRUE,0,5,18,10,13,"saba1268","Nambiquaran",-12.9857,-60.335,40,63,0.0143314641008159,"Nambiquaran","Nambiquaran","NE South America",21,4,-4,0.149090459512541
"864",864,"Salasaca Quichua","qxl","ph",1146,TRUE,0,5,29,12,24,"sala1272","Quechuan",-1.35447,-78.3953,46,54,0.0133793786596737,"Quechuan","Quechuan","Andean",21,0,0,-0.0609500458719607
"865",865,"Samba Leko","ndi","ph",992,TRUE,3,9,34,16,25,"samb1305","Atlantic-Congo",8.19236,11.7366,51,101,0.0153914506886169,"Atlantic-Congo","Atlantic-Congo","African Savannah",21,5,-2,0.38293514296387
"866",866,"Samo","smq","ph",982,TRUE,0,6,18,10,12,"samo1303","East Strickland",-6.15496,142.195,44,170,0.0179879601573427,"East Strickland","East Strickland","Interior New Guinea",21,0,0,0.955753650084973
"867",867,"Samo de Toma","sbd","ph",993,TRUE,0,8,26,14,18,"sout2844","Mande",12.713,-2.9052,54,93,0.0117534919376457,"Mande","Mande","African Savannah",21,7,-7,-0.419638514401654
"871",871,"San Miguel Chimalapa Zoque","zoh","ph",1021,TRUE,0,6,26,13,20,"chim1300","Mixe-Zoque",16.6543,-94.6913,56,45,0.0160060400019425,"Mixe-Zoque","Mixe-Zoque","Mesoamerica",21,2,-2,0.518520295720704
"872",872,"sango","sag","aa",813,TRUE,6,12,44,20,32,"sang1328","Atlantic-Congo",6.78584,20.1702,51,106,0.0162575693057498,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,3,3,0.574010422769928
"873",873,"Sanuma; Sanumá","xsu","ph",1236,TRUE,0,13,24,17,11,"sanu1240","Yanomamic",1.31875,-67.6498,48,59,0.0184592302894328,"Yanomamic","Yanomamic","NE South America",21,0,0,1.0597210173394
"875",875,"Sasak","sas","ph",997,TRUE,0,11,30,19,19,"sasa1249","Austronesian",-8.58349,116.284,43,156,0.018235656462704,"Austronesian","Austronesian","Southeast Asia",21,0,0,1.01039817557792
"879",879,"Secoya","sey","ph",1000,TRUE,0,6,18,9,12,"seco1241","Tucanoan",-0.459785,-75.5547,47,55,0.0147417203554779,"Tucanoan","Tucanoan","NE South America",21,0,0,0.239597495270784
"880",880,"Sedang","sed","spa",13,TRUE,0,14,53,35,39,"seda1262","Austroasiatic",14.7793,108.027,55,152,0.0163622158080808,"Austroasiatic","Austroasiatic","Southeast Asia",24,0,0,0.597096590551209
"881",881,"Sedik","trv","ph",1001,TRUE,0,10,43,21,33,"taro1264","Austronesian",23.9032,121.358,59,159,0.017203714020979,"Austronesian","Austronesian","Southeast Asia",21,0,0,0.78274033876907
"882",882,"Seimat","ssg","ph",1002,TRUE,0,17,28,22,11,"seim1238","Austronesian",-1.5297,145.074,46,171,0.0191470745337995,"Austronesian","Austronesian","Oceania",21,0,0,1.21146701246698
"883",883,"Selaru","slu","ph",1062,TRUE,0,5,19,11,14,"sela1259","Austronesian",-8.18376,130.961,43,164,0.0183834713519814,"Austronesian","Austronesian","Oceania",21,0,0,1.04300776365222
"885",885,"Selepet","spl","spa",59,TRUE,0,6,21,13,15,"sele1250","Nuclear Trans New Guinea",-6.03532,147.234,44,172,0.016431737020202,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","N Coast New Guinea",24,0,0,0.612433733519557
"886",886,"Semelai","sza","ph",1003,TRUE,0,18,50,35,32,"seme1247","Austroasiatic",2.82799,102.806,48,149,0.0186636443997669,"Austroasiatic","Austroasiatic","Southeast Asia",21,0,0,1.10481701522672
"887",887,"Seneca","see","spa",76,TRUE,0,16,27,20,11,"sene1264","Iroquoian",42.56,-77.53,69,54,0.00754492058585859,"Iroquoian","Iroquoian","E North America",24,2,-2,-1.34809557873363
"889",889,"Senoufo-Cebaara","sef","gm",1256,TRUE,3,13,38,18,25,"ceba1235","Atlantic-Congo",9.50768,-6.15264,52,92,0.0155780711740482,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,2,1,0.42410567176438
"890",890,"Sentani","set","spa",52,TRUE,0,7,17,12,10,"nucl1632","Sentanic",-2.6013,140.512,46,169,0.0184464697552448,"Sentanic","Sentanic","N Coast New Guinea",24,0,0,1.05690590334437
"892",892,"Serrano","ser","ph",1004,TRUE,0,9,42,20,33,"serr1255","Uto-Aztecan",33.9479,-116.772,65,34,0.00742554327719503,"Uto-Aztecan","Uto-Aztecan","California",21,0,0,-1.37443152418518
"893",893,"Sesotho","sso","ph",1017,TRUE,0,9,46,17,37,"siss1243","Austronesian",-3.01976,142.049,45,170,0.0174953291414141,"Austronesian","Austronesian","N Coast New Guinea",21,0,0,0.847073837242137
"894",894,"Shanenawa","ywn","ph",1006,TRUE,0,4,18,9,14,"yawa1260","Pano-Tacanan",-8.87563,-71.8199,42,57,0.0159249024825175,"Pano-Tacanan","Pano-Tacanan","NE South America",21,0,0,0.500620467775403
"896",896,"Shanjo","toi","gm",1328,TRUE,3,5,41,12,36,"tong1318","Atlantic-Congo",-17.422325,27.103495,38,109,0.00985542475330225,"Atlantic-Congo","Atlantic-Congo","S Africa",23,2,1,-0.838372982365956
"897",897,"Shawnee","sjw","ph",1012,TRUE,0,6,19,11,13,"shaw1249","Algic",35.354,-96.7635,65,44,0.0090554159496892,"Algic","Algic","E North America",21,0,0,-1.01486371120364
"899",899,"Sherbro","bun","gm",1321,TRUE,0,7,31,14,24,"sher1258","Atlantic-Congo",7.77585,-12.7405,51,88,0.0182176324378399,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,2,-2,1.00642187772909
"900",900,"Shilha","rif","spa",123,TRUE,0,4,49,16,45,"tari1263","Afro-Asiatic",34.916974,-3.430616,65,93,0.00644721433935509,"Afro-Asiatic","Afro-Asiatic","N Africa",24,0,0,-1.59026163318219
"901",901,"Shilluk","shk","gm",1359,TRUE,3,26,54,35,28,"shil1265","Nilotic",9.85472,31.7926,52,112,0.0151930361932789,"Nilotic","Nilotic","African Savannah",23,3,0,0.33916272604044
"904",904,"Shona","sna","ph",1008,TRUE,0,5,42,13,37,"shon1251","Atlantic-Congo",-17.20849,29.75725,38,111,0.00992814090384615,"Atlantic-Congo","Atlantic-Congo","S Africa",21,2,-2,-0.822331000890499
"905",905,"Shupamem","bax","ph",1009,TRUE,0,10,38,19,28,"bamu1253","Atlantic-Congo",5.49017,10.8477,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",21,4,-4,0.583512520462875
"906",906,"Siar-Lak","sjr","ph",1010,TRUE,0,7,22,14,15,"siar1238","Austronesian",-4.62059,152.892,45,175,0.0189455591181041,"Austronesian","Austronesian","N Coast New Guinea",21,0,0,1.16701049845428
"907",907,"Sidaama; Sidamo; Sidamic","sid","ph",1080,TRUE,0,10,35,17,25,"sida1246","Afro-Asiatic",6.74176,38.3729,50,115,0.0127948201095571,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",21,0,0,-0.189910082427109
"908",908,"Silt'i","stv","gm",1414,TRUE,0,10,56,24,46,"silt1240","Afro-Asiatic",7.77004,38.1449,51,115,0.0125021268723776,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",23,0,0,-0.254481425295302
"909",909,"Sindhi","snd","ph",1148,TRUE,0,10,54,21,44,"sind1272","Indo-European",26,69,60,131,0.0164155240042735,"Indo-European","Indo-European","Indic",21,0,0,0.608856964132826
"910",910,"Sinhalese","sin","spa",178,TRUE,0,16,53,28,37,"sinh1246","Indo-European",8,81,51,138,0.017882098510101,"Indo-European","Indo-European","Indic",24,0,0,0.932399407990054
"913",913,"Siriono","srq","spa",118,TRUE,0,10,28,17,18,"siri1273","Tupian",-15.5298,-63.9688,39,61,0.0145083481002331,"Tupian","Tupian","NE South America",24,0,0,0.188113012559303
"918",918,"Skou","skv","ph",1013,TRUE,3,7,23,13,16,"nucl1634","Sko",-2.64378,140.902,46,169,0.0184464697552448,"Sko","Sko","N Coast New Guinea",21,3,0,1.05690590334437
"919",919,"Slovak","slk","uz",2209,TRUE,0,11,44,20,33,"slov1269","Indo-European",48.545705,18.78479,72,105,0.00756727421969697,"Indo-European","Indo-European","Europe",22,0,0,-1.34316412159155
"920",920,"Slovene","slv","ph",1149,TRUE,0,16,37,22,21,"slov1268","Indo-European",46.2543,14.7766,71,103,0.00816717954778555,"Indo-European","Indo-European","Europe",21,2,-2,-1.21081841725706
"921",921,"So","thm","ph",1014,TRUE,0,50,72,58,22,"aheu1239","Austroasiatic",17.7655,104.229,56,150,0.0168488287801088,"Austroasiatic","Austroasiatic","Southeast Asia",21,4,-4,0.704448756811412
"923",923,"Somali","som","spa",127,TRUE,2,20,52,29,32,"soma1255","Afro-Asiatic",4.778704,45.152856,49,119,0.0141365258430458,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",24,3,-1,0.106084938777254
"925",925,"songhoy","khq","gm",1257,TRUE,6,14,43,23,29,"koyr1240","Songhay",16.192,-3.73962,55,93,0.00954897644794095,"Songhay","Songhay","African Savannah",23,3,3,-0.905978844351507
"926",926,"soninke (kaedi (MRT))","snk","gm",1273,TRUE,7,15,50,28,35,"soni1259","Mande",13.1273,-11.7178,54,89,0.0112488949770785,"Mande","Mande","African Savannah",23,2,5,-0.530958146057684
"927",927,"Soo","teu","gm",1476,TRUE,0,10,28,18,18,"sooo1256","Kuliak",2.58367,34.7595,48,113,0.0140485622804973,"Kuliak","Kuliak","S Africa",23,0,0,0.0866792107462246
"928",928,"soso","sus","aa",822,TRUE,0,14,35,22,21,"susu1250","Mande",10.4046,-13.3628,52,88,0.0174960431662782,"Mande","Mande","African Savannah",25,2,-2,0.847231358969528
"929",929,"South Efate","erk","ph",1015,TRUE,0,5,20,13,15,"sout2856","Austronesian",-17.7006,168.377,38,183,0.0171321868473193,"Austronesian","Austronesian","Oceania",21,0,0,0.766960658653192
"930",930,"Southeastern Pashayi","psi","uz",2227,TRUE,0,11,40,19,29,"sout2672","Indo-European",34.43099,70.30351,65,132,0.00676218653302253,"Indo-European","Indo-European","Indic",22,0,0,-1.52077530781562
"931",931,"Southern Nuautl","nxl","ph",1061,TRUE,0,5,17,11,12,"sout2895","Austronesian",-3.23411,129.148,45,163,0.0188360046717172,"Austronesian","Austronesian","Oceania",21,0,0,1.14284158430869
"932",932,"Southern Sama","ssb","gm",1667,TRUE,0,6,23,13,17,"sout2918","Austronesian",4.755836,119.483887,49,158,0.0190379064452214,"Austronesian","Austronesian","Oceania",23,0,0,1.18738333309752
"933",933,"Southern Ute; Ute; Ute-Southern Paiute","ute","ph",1084,TRUE,0,18,37,23,19,"utes1238","Uto-Aztecan",40.0965,-110.305,68,37,0.00469261730439005,"Uto-Aztecan","Uto-Aztecan","Basin and Plains",21,0,0,-1.97734501041363
"934",934,"Spanish","spa","uz",2210,TRUE,0,19,38,26,19,"stan1288","Indo-European",40.4414,-1.11788,68,94,0.00720625018162393,"Indo-European","Indo-European","Europe",22,0,0,-1.42280998963659
"935",935,"Spokan","spo","ph",1016,TRUE,0,5,43,17,38,"spok1245","Salishan",47.9087,-118.062,72,33,0.00591143347921523,"Salishan","Salishan","Basin and Plains",21,0,0,-1.708460775587
"936",936,"Squamish","squ","spa",68,TRUE,0,7,37,12,30,"squa1248","Salishan",49.3231,-123.014,72,30,0.0071591282503885,"Salishan","Salishan","Alaska-Oregon",24,0,0,-1.43320560522284
"937",937,"Standard Chinese; Mandarin","cmn","ph",1047,TRUE,4,21,49,28,28,"mand1415","Sino-Tibetan",40.0209,116.228,68,156,0.00668135333974359,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",21,4,0,-1.53860799807059
"940",940,"Subiya","sbs","ph",1202,TRUE,0,5,51,19,46,"subi1246","Atlantic-Congo",-17.5696,24.8867,38,108,0.00960946887451437,"Atlantic-Congo","Atlantic-Congo","S Africa",21,0,0,-0.89263355064113
"941",941,"Sukuma","suk","gm",1568,TRUE,5,14,57,25,43,"suku1261","Atlantic-Congo",-3.16082,32.8765,45,112,0.0124231325740093,"Atlantic-Congo","Atlantic-Congo","S Africa",23,3,2,-0.271908435135792
"944",944,"Sundanese","sun","spa",35,TRUE,0,7,26,15,19,"sund1252","Austronesian",-6.89708,107.106,43,151,0.0186173148873349,"Austronesian","Austronesian","Southeast Asia",24,0,0,1.0945962159319
"945",945,"Suri","suq","ph",1209,TRUE,2,7,31,15,24,"suri1267","Surmic",6.03205,35.0823,50,113,0.015100198284188,"Surmic","Surmic","Greater Abyssinia",21,4,-2,0.3186816636256
"946",946,"Sursurunga","sgz","ph",1174,TRUE,0,6,21,13,15,"surs1246","Austronesian",-3.99078,152.768,45,175,0.0189455591181041,"Austronesian","Austronesian","N Coast New Guinea",21,0,0,1.16701049845428
"947",947,"Swahili","swh","spa",145,TRUE,0,5,36,15,31,"swah1253","Atlantic-Congo",-8.25605,37.624,43,115,0.0126152811590909,"Atlantic-Congo","Atlantic-Congo","S Africa",24,0,0,-0.229518346835483
"948",948,"Swedish","swe","ph",1150,TRUE,0,17,35,22,18,"swed1254","Indo-European",59.800634,17.389526,78,104,0.00609368658255633,"Indo-European","Indo-European","Europe",21,2,-2,-1.66825373924399
"949",949,"Swiss German","gsw","uz",2185,TRUE,0,24,56,31,32,"swis1247","Indo-European",47.0516,8.46419,71,99,0.00710502391472416,"Indo-European","Indo-European","Europe",22,0,0,-1.44514161591617
"950",950,"Syan","say","gm",1370,TRUE,3,12,54,23,42,"saya1246","Afro-Asiatic",9.69441,9.71748,52,100,0.0149418736264569,"Afro-Asiatic","Afro-Asiatic","African Savannah",23,5,-2,0.283753505198166
"952",952,"Tagalog","tgl","gm",1666,TRUE,0,5,24,12,19,"taga1270","Austronesian",14.06,121.747,54,159,0.018912183030303,"Austronesian","Austronesian","Oceania",23,0,0,1.15964736690477
"956",956,"Tamambo; Malo","mla","ph",1051,TRUE,0,5,21,11,16,"malo1243","Austronesian",-15.6835,167.16,39,183,0.0179532961868687,"Austronesian","Austronesian","Oceania",21,0,0,0.948106397472585
"957",957,"tamasheq","taq","aa",825,TRUE,0,21,43,28,22,"tama1365","Afro-Asiatic",14.2038,-2.41269,54,94,0.0116306839918415,"Afro-Asiatic","Afro-Asiatic","African Savannah",25,0,0,-0.446731296086248
"958",958,"Tamazight Berber","tzm","gm",1609,TRUE,0,3,39,11,36,"cent2194","Afro-Asiatic",32.7415,-2.40872,64,94,0.00510458507051282,"Afro-Asiatic","Afro-Asiatic","N Africa",23,0,0,-1.88646039642904
"959",959,"Tamil","tam","ph",1058,TRUE,0,12,33,22,21,"tami1289","Dravidian",10.520219,78.825989,52,136,0.0185667429292929,"Dravidian","Dravidian","Indic",21,0,0,1.08343948653934
"960",960,"Tanacross","tcb","ph",1168,TRUE,5,14,54,20,40,"tana1290","Athapaskan-Eyak-Tlingit",63.4046,-143.338,80,20,0.00332147605122378,"Athapaskan-Eyak-Tlingit","Athapaskan-Eyak-Tlingit","Alaska-Oregon",21,2,3,-2.27983383055889
"962",962,"Tapiete","tpi","ph",1038,TRUE,0,12,27,14,15,"tokp1240","Indo-European",-9.41971,147.303,42,172,0.0186935378593629,"Indo-European","Indo-European","S New Guinea",21,0,0,1.11141184074333
"963",963,"Tarascan","tsz","spa",87,TRUE,0,6,32,13,26,"pure1242","Tarascan",19.2467,-101.631,57,42,0.0154803348135198,"Tarascan","Tarascan","Mesoamerica",24,0,0,0.40254395716112
"964",964,"tarok ","yer","aa",826,TRUE,3,7,37,15,30,"taro1263","Atlantic-Congo",8.98356,10.0288,52,100,0.0149418736264569,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,2,1,0.283753505198166
"965",965,"Tashlhiyt Berber","shi","uz",2229,TRUE,0,3,74,14,71,"tach1250","Afro-Asiatic",29.7854,-7.77879,62,91,0.00590453776398601,"Afro-Asiatic","Afro-Asiatic","N Africa",22,0,0,-1.70998204610449
"966",966,"Tatana''; Tatanaq; Tatana'","txx","ph",1066,TRUE,0,4,21,12,17,"tata1257","Austronesian",5.49808,115.553,50,156,0.018413293978244,"Austronesian","Austronesian","Southeast Asia",21,0,0,1.04958696255749
"967",967,"Tatuyo","tav","ph",1040,TRUE,0,6,17,9,11,"tatu1247","Tucanoan",0.55582,-70.5327,47,58,0.0180299208216783,"Tucanoan","Tucanoan","NE South America",21,0,0,0.965010633505228
"968",968,"Tausug (Suluk)","tsg","uz",2212,TRUE,0,3,23,11,20,"taus1251","Austronesian",5.12236,118.88,50,157,0.0186642353787879,"Austronesian","Austronesian","Oceania",22,0,0,1.10494739168967
"969",969,"teda","tuq","aa",828,TRUE,0,11,35,19,24,"teda1241","Saharan",18.0426,14.7717,56,103,0.00620554514335664,"Saharan","Saharan","African Savannah",25,0,0,-1.64357651215196
"970",970,"Tee","tkq","gm",1386,TRUE,3,12,38,22,26,"teee1242","Atlantic-Congo",4.73213,7.37553,49,99,0.0185134842851593,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,2,1,1.0716900446862
"972",972,"Telefol","tlf","spa",55,TRUE,2,8,27,14,19,"tele1256","Nuclear Trans New Guinea",-5.07444,141.731,44,169,0.0187430518337218,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","Interior New Guinea",24,3,-1,1.12233516731522
"973",973,"Telugu","tel","spa",8,TRUE,0,21,68,35,47,"telu1262","Dravidian",16.4529,78.7024,56,136,0.0124097338879176,"Dravidian","Dravidian","Indic",24,0,0,-0.274864332449811
"975",975,"Temne","tem","uz",2213,TRUE,2,13,36,20,23,"timn1235","Atlantic-Congo",8.90294,-12.3331,52,89,0.0163529372115385,"Atlantic-Congo","Atlantic-Congo","African Savannah",22,4,-2,0.595049630244091
"976",976,"Tengger","tes","gm",1700,TRUE,0,22,42,30,20,"teng1272","Austronesian",-7.89069,113.037,43,154,0.0182971446639472,"Austronesian","Austronesian","Southeast Asia",23,0,0,1.02396314811738
"979",979,"Tera","ttr","uz",2214,TRUE,3,15,53,23,38,"tera1251","Afro-Asiatic",11.0376,11.80953,53,101,0.0122868704384227,"Afro-Asiatic","Afro-Asiatic","African Savannah",22,3,0,-0.30196935885819
"980",980,"Ternate","tft","ph",1044,TRUE,0,5,25,13,20,"tern1247","North Halmahera",0.80562,127.333,47,162,0.0187525773698524,"North Halmahera","North Halmahera","Oceania",21,0,0,1.12443660520774
"981",981,"Tetun","tet","gm",1680,TRUE,0,5,18,10,13,"tetu1245","Austronesian",-9.11217,125.528,42,161,0.0180467343240093,"Austronesian","Austronesian","Oceania",23,0,0,0.96871987678769
"982",982,"Tewa","tew","spa",93,TRUE,4,19,57,26,38,"tewa1260","Kiowa-Tanoan",35.9053,-106.124,66,39,0.00488366442599068,"Kiowa-Tanoan","Kiowa-Tanoan","Basin and Plains",24,2,2,-1.93519791705496
"984",984,"Thai","tha","uz",2215,TRUE,5,21,47,28,26,"thai1261","Tai-Kadai",14.192,100.671,54,148,0.0180662993783994,"Tai-Kadai","Tai-Kadai","Southeast Asia",22,5,0,0.973036142675594
"985",985,"Thakik","dec","gm",1430,TRUE,0,10,26,19,16,"dagi1241","Narrow Talodi",10.583,29.9404,52,111,0.0152365081353924,"Narrow Talodi","Narrow Talodi","African Savannah",23,2,-2,0.348753113937361
"988",988,"Thulung; Thulung Rai","tdh","ph",1220,TRUE,0,8,38,15,30,"thul1246","Sino-Tibetan",27.5389,87.6063,61,141,0.0136147084446387,"Sino-Tibetan","Sino-Tibetan","Indic",21,0,0,-0.00903371060400818
"990",990,"Tibetan","bod","ph",1067,TRUE,6,8,38,16,30,"tibe1272","Sino-Tibetan",28.3681,90.1872,62,142,0.00759827272746698,"Sino-Tibetan","Sino-Tibetan","Inner Asia",21,4,2,-1.33632551031065
"991",991,"Ticuna","tca","spa",115,TRUE,9,11,38,17,27,"ticu1245","Ticuna-Yuri",-3.66289,-69.8723,45,58,0.0176327397863248,"Ticuna-Yuri","Ticuna-Yuri","NE South America",24,8,1,0.877388134735888
"993",993,"Tigre","tig","spa",130,TRUE,0,7,54,18,47,"tigr1270","Afro-Asiatic",17.3494,38.2233,56,115,0.0119852854747475,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",24,0,0,-0.3685023142521
"994",994,"Tigrinya","tir","gm",1350,TRUE,0,7,39,14,32,"tigr1271","Afro-Asiatic",15.3359,38.9266,55,115,0.011394936216589,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",23,0,0,-0.498739844602549
"995",995,"tikar","tik","aa",832,TRUE,5,14,46,21,32,"tika1246","Atlantic-Congo",5.87004,11.6104,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",25,4,1,0.583512520462875
"999",999,"Tinputz","tpz","ph",1170,TRUE,0,14,26,19,12,"tinp1237","Austronesian",-5.58358,154.972,44,176,0.0190979505167055,"Austronesian","Austronesian","Oceania",21,2,-2,1.20062971475076
"1000",1000,"Tira","tic","gm",1375,TRUE,0,16,42,25,26,"tira1254","Heibanic",11.0963,30.8092,53,111,0.0136004093560606,"Heibanic","Heibanic","African Savannah",23,3,-3,-0.0121882465959448
"1001",1001,"Tiv","tiv","gm",1331,TRUE,3,6,40,13,34,"tivv1240","Atlantic-Congo",6.88039,9.26287,51,100,0.0165966920299145,"Atlantic-Congo","Atlantic-Congo","African Savannah",23,2,1,0.648824620417432
"1002",1002,"Tiwa","tix","spa",92,TRUE,3,12,41,18,29,"sout2961","Kiowa-Tanoan",34.7873,-106.661,65,39,0.00513874003457653,"Kiowa-Tanoan","Kiowa-Tanoan","Basin and Plains",24,2,1,-1.87892543622135
"1004",1004,"Toba (Argentina)","tob","ph",1045,TRUE,0,7,28,15,21,"toba1269","Guaicuruan",-24.40253,-60.4472866667,34,63,0.0114692239963092,"Guaicuruan","Guaicuruan","SE South America",21,0,0,-0.482351144469077
"1005",1005,"Toba-Batak","bbc","ph",1099,TRUE,0,9,27,16,18,"bata1289","Austronesian",2.35498,99.1761,48,147,0.0183198359110334,"Austronesian","Austronesian","Southeast Asia",21,0,0,1.02896908645004
"1006",1006,"Tocco","taz","gm",1429,TRUE,2,10,27,20,17,"toch1257","Narrow Talodi",10.8828,30.1567,53,111,0.0136004093560606,"Narrow Talodi","Narrow Talodi","African Savannah",23,3,-1,-0.0121882465959448
